Date,Close,High,Low,Open,Volume
2011-02-14,10.762112617492676,10.771100925123791,10.6881042974312,10.69050139282579,310416400
2011-02-15,10.783685684204102,10.785783542725273,10.713273007180586,10.76241186261012,284174800
2011-02-16,10.880467414855957,10.93350115125055,10.801664102367631,10.810652410174294,481157600
2011-02-17,10.735747337341309,10.794774622111646,10.682412755127949,10.704286654664868,530583200
2011-02-18,10.503835678100586,10.771704781723672,10.472673427027805,10.748033856438978,816057200
2011-02-22,10.145771026611328,10.349220048771127,10.119104546905634,10.251840072024748,872555600
2011-02-23,10.265926361083984,10.326450622383339,10.145773948955824,10.150568940071905,671854400
2011-02-24,10.273714065551758,10.341730436853307,10.138581433732266,10.307872669715703,499900800
2011-02-25,10.431920051574707,10.44000984795769,10.331244451824494,10.345026949351274,380018800
2011-02-28,10.583233833312988,10.638365427499233,10.520610915927518,10.524206559039483,403074000
2011-03-01,10.466378211975098,10.65844108796096,10.417538591414592,10.650950564588733,456136800
2011-03-02,10.550570487976074,10.617388301296746,10.439107986880233,10.485850532526449,602590800
2011-03-03,10.77349853515625,10.780389784183804,10.664433097888056,10.702486586219585,500788400
2011-03-04,10.78668212890625,10.795371199085269,10.719265025558704,10.788779187187945,453266800
2011-03-07,10.647653579711914,10.836720061849498,10.526303436340134,10.82862946555246,546123200
2011-03-08,10.659637451171875,10.708777098648106,10.554466908133168,10.634168716807393,356316800
2011-03-09,10.56106185913086,10.629677522562064,10.505031748070518,10.627579663800692,453306000
2011-03-10,10.38727855682373,10.480164432950254,10.334244004361079,10.46068762657478,507539200
2011-03-11,10.546675682067871,10.55656409838148,10.337235520114572,10.347122336231351,471080400
2011-03-14,10.593722343444824,10.68121473899974,10.526306025046832,10.582336138518148,435957200
2011-03-15,10.350118637084961,10.422329113200188,10.190415806405266,10.25034157248334,721081200
2011-03-16,9.888090133666992,10.277310050959692,9.775729100776479,10.247347162195455,1162011200
2011-03-17,10.02682113647461,10.175737086366887,9.90756804173275,10.09243962219105,659422400
2011-03-18,9.907869338989258,10.133490787687801,9.887794061076072,10.10143003039398,753214000
2011-03-21,10.166450500488281,10.179633728284756,10.045399553746295,10.06727345462193,409402000
2011-03-22,10.223376274108887,10.265924712556187,10.161652674868265,10.264126891213344,325922800
2011-03-23,10.163153648376465,10.194015055201975,10.066072873239579,10.165849980975292,372996400
2011-03-24,10.33633804321289,10.367200244857981,10.153264291956317,10.242853727696492,404712000
2011-03-25,10.533195495605469,10.548775815405458,10.397762007552062,10.429223484221048,448910000
2011-03-28,10.50023365020752,10.616491155654336,10.50023365020752,10.581434041888315,309355200
2011-03-29,10.515811920166016,10.515811920166016,10.368993894005435,10.416934180062599,352900800
2011-03-30,10.446003913879395,10.513421831165742,10.41034831508102,10.506229743884559,329406000
2011-03-31,10.442405700683594,10.481057656668574,10.368996667964598,10.37798497394351,274019200
2011-04-01,10.324051856994629,10.53469219021083,10.286298408937364,10.520310419583328,418661600
2011-04-04,10.223078727722168,10.325252924022708,10.139482021702927,10.31656385281142,460084800
2011-04-05,10.154165267944336,10.254840893735254,10.06757218027695,10.097235841485402,482731200
2011-04-06,10.128692626953125,10.304275830582432,10.101726109012427,10.22397555049454,402539200
2011-04-07,10.12989616394043,10.200308056484989,10.068470980830218,10.1304946378237,373447200
2011-04-08,10.039406776428223,10.19191839504992,10.006148272614972,10.185027144728915,377535200
2011-04-11,9.911765098571777,10.057683910646961,9.888394213692647,10.00944355590484,398946800
2011-04-12,9.959708213806152,9.999558740907247,9.893788863567588,9.902477937880795,425639200
2011-04-13,10.071466445922852,10.071765682813831,9.963299510721388,10.038207145598944,346220000
2011-04-14,9.96030330657959,10.067570932690618,9.94951717664849,10.03161529935676,301800800
2011-04-15,9.811686515808105,9.996858146240793,9.791911277652527,9.986670490170434,453605600
2011-04-18,9.943221092224121,9.954607292355751,9.592954020786744,9.770934306562935,609898800
2011-04-19,10.123303413391113,10.126898256922985,9.939030277767708,9.980679416439326,419378400
2011-04-20,10.259634971618652,10.359711322334377,10.232369206670695,10.292594239218458,700666400
2011-04-21,10.508026123046875,10.640762480388041,10.44270687363774,10.636866800316346,753810400
2011-04-25,10.577237129211426,10.599410253422132,10.49603675285751,10.497236100210444,266546000
2011-04-26,10.499635696411133,10.636566152436247,10.467574949759918,10.59551709933199,338800000
2011-04-27,10.491543769836426,10.557463076088702,10.400157331831004,10.554166670721973,356213200
2011-04-28,10.389674186706543,10.47956207282342,10.352819241286129,10.37289451722438,360959200
2011-04-29,10.490943908691406,10.605401968731957,10.387271173521336,10.390567578452076,1006345200
2011-05-02,10.375592231750488,10.50113733228832,10.352221346243262,10.479264231706445,442713600
2011-05-03,10.433119773864746,10.483757220229348,10.355815037965908,10.426827797720215,313348000
2011-05-04,10.474166870117188,10.541883205352681,10.393565748887337,10.434914838566197,389250400
2011-05-05,10.389674186706543,10.515518507428055,10.368699599853837,10.43911228404122,335969200
2011-05-06,10.38697624206543,10.487052576928884,10.373492980192077,10.477764232098137,280134400
2011-05-09,10.415141105651855,10.46308221365468,10.383080354658327,10.422930865619737,204747200
2011-05-10,10.470574378967285,10.477765666310392,10.386977663850487,10.453794708500038,282091600
2011-05-11,10.404052734375,10.487050951419487,10.344426994472302,10.45768733677127,336000000
2011-05-12,10.384278297424316,10.400758727423412,10.255438427400307,10.370795836704112,322000000
2011-05-13,10.202400207519531,10.374686980424631,10.197906055217933,10.357009607992456,326116000
2011-05-16,9.98667049407959,10.223978152631295,9.965695908044172,10.16345309026924,449775200
2011-05-17,10.07176685333252,10.07176685333252,9.909666850235547,9.947720346026736,452334400
2011-05-18,10.183527946472168,10.218884307013674,10.06757124539592,10.081653782211738,334776400
2011-05-19,10.203303337097168,10.2596334807809,10.147571667185884,10.249745861957487,261170000
2011-05-20,10.04419994354248,10.21588831090098,10.038207204701209,10.174239176003471,337968400
2011-05-23,10.019627571105957,10.066969397726984,9.870412406368503,9.886892034607701,383600000
2011-05-24,9.953408241271973,10.064571505106672,9.92793951073665,10.052586031890439,321927200
2011-05-25,10.090946197509766,10.144280796836192,9.973191627214735,9.990569777490313,294224000
2011-05-26,10.037611961364746,10.094242166006332,10.020533048858505,10.066676356366234,222560800
2011-05-27,10.109817504882812,10.116409517002644,10.016932461671814,10.031614270434881,203599200
2011-05-31,10.422033309936523,10.422033309936523,10.217385671517558,10.22038284114715,417754400
2011-06-01,10.352518081665039,10.550872923799144,10.32675090652324,10.453194487443415,554682800
2011-06-02,10.370195388793945,10.426526325401415,10.316262347463978,10.382180864688838,338783200
2011-06-03,10.290494918823242,10.347125099677998,10.24764803704851,10.282705158572293,313250000
2011-06-06,10.128692626953125,10.39865944347332,10.121801379059011,10.358209666562272,461941200
2011-06-07,9.948914527893066,10.134086111655058,9.944719611744912,10.132588327365655,529785200
2011-06-08,9.954909324645996,10.031614778455037,9.907269053068323,9.941126825977857,333723600
2011-06-09,9.932437896728516,9.997757148140128,9.910264763613583,9.985172396912732,275088800
2011-06-10,9.764942169189453,9.93752900234171,9.753255931445562,9.904269710490698,433955200
2011-06-13,9.785919189453125,9.837155910006919,9.740075934236366,9.803896607144546,329473200
2011-06-14,9.960905075073242,9.985175273669073,9.867120687962773,9.887795242314862,334569200
2011-06-15,9.790412902832031,9.89678121092729,9.734381197871905,9.880301580091464,399196000
2011-06-16,9.742773056030273,9.848242875312714,9.538126194251006,9.794909091745996,510591200
2011-06-17,9.595955848693848,9.865324347933175,9.56898931510043,9.857533784866504,615020000
2011-06-20,9.447936058044434,9.519248050266068,9.303514251943547,9.509060394206221,640645600
2011-06-21,9.74696159362793,9.761942633094762,9.444335635297604,9.48868108031198,493382400
2011-06-22,9.666366577148438,9.854834621383358,9.659474527134684,9.742772000420244,390583200
2011-06-23,9.924647331237793,9.938429830095277,9.531832512122952,9.556401140499634,559759200
2011-06-24,9.778426170349121,9.982174452722985,9.74067272272178,9.928840687085064,439807200
2011-06-27,9.948914527893066,10.004646185191522,9.805392068695664,9.815579722198322,339813600
2011-06-28,10.04539680480957,10.088543720560804,9.990864486363211,9.997156461542021,294299600
2011-06-29,10.00883960723877,10.078652986751035,9.94411885356995,10.068765371641328,352545200
2011-06-30,10.057682991027832,10.071467091263472,9.972888531835055,10.028619406104474,322954800
2011-07-01,10.285104751586914,10.292295239710878,10.013639221868472,10.066074498344724,435313200
2011-07-05,10.46997356414795,10.481959041289215,10.262330373316475,10.27731141964445,355054000
2011-07-06,10.53978443145752,10.609898655759714,10.388471419411891,10.455588475051544,444626000
2011-07-07,10.70278549194336,10.7267556444139,10.60690328186409,10.626979354689981,399663600
2011-07-08,10.777990341186523,10.786680209918128,10.552968266636979,10.58712606756596,489633200
2011-07-11,10.606905937194824,10.779793675535158,10.571549573402859,10.677020190913257,442674400
2011-07-12,10.599413871765137,10.71716837938684,10.445702934229933,10.592821059515755,451609200
2011-07-13,10.727357864379883,10.786684383659805,10.678217401782486,10.736645410210594,391638800
2011-07-14,10.719867706298828,10.834925913869133,10.677020815496666,10.816947693889961,430533600
2011-07-15,10.934099197387695,10.936496292559946,10.761812382423992,10.821738161533235,484467200
2011-07-18,11.20017147064209,11.225639407403984,10.944886428425153,10.949380581948184,572653200
2011-07-19,11.291559219360352,11.345492264385626,11.185789387587251,11.32601626477126,819145600
2011-07-20,11.59268856048584,11.873442396372091,11.565722033694056,11.868948241939696,941340400
2011-07-21,11.60437297821045,11.687369604249175,11.502798063135264,11.594185322986451,526534400
2011-07-22,11.78445053100586,11.836885792305734,11.618155639429478,11.635234543966025,516728800
2011-07-25,11.94025707244873,11.985201005147735,11.674185118393916,11.696057410922226,589806000
2011-07-26,12.08737564086914,12.12003566262809,11.975613878512476,11.98520145912829,476582400
2011-07-27,11.763175964355469,12.064304251612374,11.749991940598097,12.002879886526976,659324400
2011-07-28,11.740104675292969,11.895013358649344,11.629541454898739,11.734112737140086,594034000
2011-07-29,11.699952125549316,11.839879739413744,11.505792240042705,11.614857657246453,632584400
2011-08-01,11.887824058532715,11.970221417363417,11.75658547803203,11.918685463457924,612836000
2011-08-02,11.652913093566895,11.92228069478874,11.63613422546769,11.914790171535449,639539600
2011-08-03,11.762577056884766,11.791940674251242,11.453059726786577,11.714935187781585,732508000
2011-08-04,11.307138442993164,11.725121901719696,11.306539169215448,11.667893256193949,871407600
2011-08-05,11.194777488708496,11.490813157450146,10.863687101563341,11.399125862458945,1204590800
2011-08-08,10.583233833312988,11.019494796282798,10.577540331669745,10.83731954576963,1143833600
2011-08-09,11.206462860107422,11.22444107345735,10.636865535330665,10.825632775012394,1082583600
2011-08-10,10.897245407104492,11.225639455200131,10.861589815426901,11.120768938362206,878656800
2011-08-11,11.197175025939941,11.249610283781367,10.928106687919245,11.101892091048011,741969200
2011-08-12,11.29574966430664,11.375150615771497,11.213051507902328,11.328108838432183,528976000
2011-08-15,11.488116264343262,11.534858823549065,11.328712624032887,11.374855909401456,460544000
2011-08-16,11.400323867797852,11.48691773728596,11.267887549925382,11.43148610739004,498750000
2011-08-17,11.399125099182129,11.5213737508533,11.326015297653875,11.455155997897586,442061200
2011-08-18,10.967954635620117,11.165711744909109,10.827727798238733,11.11147787821205,851435200
2011-08-19,10.667728424072266,10.996423311885401,10.66682991339597,10.85170148541324,775888400
2011-08-22,10.680015563964844,10.932904371628693,10.639565772271009,10.921817403444868,535315200
2011-08-23,11.194181442260742,11.19537999017015,10.696795261239368,10.795673063469192,656835200
2011-08-24,11.271486282348633,11.354782962496126,11.104292047896129,11.190285860913116,626267600
2011-08-25,11.197773933410645,11.249609915750666,10.93649616341033,10.938893258554273,871346000
2011-08-26,11.493207931518555,11.499799142161157,11.110280035820546,11.121366199290307,641477200
2011-08-29,11.684674263000488,11.730518315347188,11.62564778532543,11.63104045021455,405269200
2011-08-30,11.685274124145508,11.740705761379818,11.5720137540063,11.633138093408911,417922400
2011-08-31,11.530661582946777,11.74789310452589,11.441671436297659,11.702649139080354,522586400
2011-09-01,11.416804313659668,11.605870809357377,11.40751596920272,11.560327597782011,343725200
2011-09-02,11.207664489746094,11.326018293168717,11.141146682256123,11.228338240635992,438939200
2011-09-06,11.378157615661621,11.395835001946578,10.980846877487219,11.00751417561692,509698000
2011-09-07,11.503697395324707,11.553735560634792,11.445867870024381,11.552537012959153,350576800
2011-09-08,11.509986877441406,11.643921750838023,11.455154533305771,11.45785086494263,416158400
2011-09-09,11.310437202453613,11.56572148409628,11.236727312554306,11.503698635442214,564813200
2011-09-12,11.38414478302002,11.412309052502712,11.143241506775514,11.17620156703913,467832400
2011-09-13,11.524371147155762,11.57201141372739,11.393431822877286,11.450061996494222,440560400
2011-09-14,11.664604187011719,11.751796576264415,11.558535061937347,11.596288533580699,534724400
2011-09-15,11.774262428283691,11.795237012065881,11.68257593376009,11.72841918102189,417818800
2011-09-16,12.00018310546875,12.00018310546875,11.836286114958718,11.851567197438976,698513200
2011-09-19,12.333673477172852,12.381614591170067,11.84138234833028,11.895314601392084,823860800
2011-09-20,12.38820743560791,12.670159836063284,12.320491077601059,12.442140492387326,775754000
2011-09-21,12.348952293395996,12.632102352317986,12.344757376955119,12.573674359182084,605976000
2011-09-22,12.039731979370117,12.279436660902425,11.88632191130359,12.016061868158104,968480800
2011-09-23,12.114047050476074,12.187156878125549,11.980711386100776,11.993595377024425,546277200
2011-09-26,12.080184936523438,12.104455126325007,11.724524323324284,11.981007118984273,812876400
2011-09-27,11.963029861450195,12.262359539271129,11.927074231668003,12.246779219754703,632497600
2011-09-28,11.895611763000488,12.09726217621899,11.880629119376147,11.99089308743132,429637600
2011-09-29,11.702652931213379,12.05142234622766,11.572013618986677,12.042733274572505,651086800
2011-09-30,11.425492286682129,11.652313012454266,11.42129737021133,11.599277682836988,547640800
2011-10-03,11.224143028259277,11.465046346478417,11.181296942697545,11.397030755966245,669099200
2011-10-04,11.16121768951416,11.439873585653993,10.614094351199139,11.223241323198726,1233677200
2011-10-05,11.333510398864746,11.380551406396748,10.79567359925748,11.022194364785088,786469600
2011-10-06,11.307138442993164,11.529164176997154,11.14024429634216,11.18608754018978,812582400
2011-10-07,11.080322265625,11.318228435138218,11.041071020059297,11.259501185260062,535458000
2011-10-10,11.649914741516113,11.649914741516113,11.33230684842798,11.358674893965482,442514800
2011-10-11,11.993892669677734,12.08048654831091,11.730518590763278,11.762578544350868,605687600
2011-10-12,12.050819396972656,12.262357422226668,11.989395040012198,12.205128781459832,622286000
2011-10-13,12.237791061401367,12.237791061401367,12.070596860814192,12.134417524383256,426185200
2011-10-14,12.644389152526855,12.644389152526855,12.442737106382763,12.489480465770109,573367200
2011-10-17,12.5841646194458,12.785216612223188,12.462813655020902,12.63659988551391,686044800
2011-10-18,12.651578903198242,12.728584386796392,12.464310240155672,12.63719633191495,881602400
2011-10-19,11.943855285644531,12.237492296208643,11.919285055706702,12.025654172873809,1104059600
2011-10-20,11.844675064086914,11.995688866438979,11.81171660416083,11.985201974630876,549270400
2011-10-21,11.771568298339844,11.959437089117918,11.70804685716708,11.928275642506728,621244400
2011-10-24,12.158089637756348,12.179961933432612,11.847373743218164,11.870744623589225,502138000
2011-10-25,11.918383598327637,12.181459192762608,11.906698959512026,12.135915184593541,430427200
2011-10-26,12.003181457519531,12.06160946103642,11.779956336368139,12.037937742579286,456304800
2011-10-27,12.12572956085205,12.254871084623874,12.04183361607802,12.211723364302161,494664800
2011-10-28,12.133520126342773,12.17546849879598,12.060410311521128,12.075092121864952,322842800
